DATA_MANAGE_NO,DATA_TITLE_NM,THEME_NM,LWPRT_THEME_NM,CL_NM,LWPRT_CL_NM,SBJT_NM,MIDDL_SBJT_NM,SUMRY_CN,MAIN_THUMB_URL,CNTNTS_URL,CTPRVN_NM,SIGNGU_NM,ADDR,CTLSTT_LA,CTLSTT_LO,REGIST_DE,RELATE_PRSN_NM,RELATE_STRY_NM,CORE_KWRD_CN,OPN_DE
11,'서편제'를 쓴 소설가 이청준,생활문화,지역문화예술인,성씨와 인물,인물,문학,,"이청준은 문학적 완성도가 높고 대중적인 소설을 쓴 작가이다. 「이어도」, 「잔인한 도시」, 「비화밀교」, 「자유의 문」 등을 썼으며, 영화로도 만들어진 「서편제」를 썼다. 「서편제」는 「남도사람」이라는 연작소설의 첫번째 소설로 전남 장흥과 보성 일대에 성행했던 판소리 유파 서편제를 소재로 했다. 「선학동 나그네」, 「눈길」, 「석화촌」, 「축제」등 그의 수많은 소설들이 고향 장흥의 산하와 서정을 바탕으로 한다. 장흥군 회진면 선학동 마을은 이청준을 기리",,https://ncms.nculture.org/local-artist/story/1055,전라남도,장흥군,전라남도 장흥군 회진면 진목1길 9-1,34.47251202,126.9201264,20181116,강경애,한국 최초의 노동운동 소설 '인간문제'를 쓴 강경애|개항 이후 부두 노동자들의 땀과 눈물-인천 구 대화조 사무소,"장흥, 서편제, 천년학",20211230
12,한국 소설의 수준을 한단계 끌어올린 이태준,생활문화,지역문화예술인,성씨와 인물,인물,문학,,"이태준은 한국의 대표적 근대 소설가이다. 「달밤」, 「장마」, 「손거부」 등의 단편소설은 문체와 구성이 탁월하여 근대 소설 형식의 수준을 높이는데 기여했다는 평가를 받고 있다. 그가 쓴 「문장강화」는 지금까지도 글쓰기의 교본으로 여겨지고 있다. 종합문예지 「문장」을 만들었으며, 순수문학을 지향한 구인회에 가담했으나 1946년 월북했다. 서울 성북동의 수연산방은 이태준이 거주했던 가옥으로 운치있는 분위기의 찻집이다.",https://minio.nculture.org/amsweb-opt/multimedia_assets/59/85754/92992/c/수연산방-(1)_rev-thumb.jpg,https://ncms.nculture.org/local-artist/story/1056,서울특별시,성북구,서울 성북구 성북로26길 8,37.59505415,126.9948366,20181116,강경애,한국 최초의 노동운동 소설 '인간문제'를 쓴 강경애|개항 이후 부두 노동자들의 땀과 눈물-인천 구 대화조 사무소,"문장, 달밤, 장마, 성북동",20211230
13,시적인 단편소설을 쓴 '메밀꽃 필 무렵'의 작가 이효석,생활문화,지역문화예술인,성씨와 인물,인물,문학,,"한국 사람들이 메밀꽃 핀 모습이 소금 뿌린 모습과 닮았다는 걸 알게 된 건 이효석의 「메밀꽃 필 무렵」 덕분이 아닐까? 이효석은 강원도 평창군 봉평면에서 출생하여 시적인 단편소설을 쓴 작가이다. 그의 대표작인 「메밀꽃 필 무렵」에는 달밤에 봉평장을 향해 가는 길이 섬세하게 묘사되어 있다. 봉평에서는 이효석문화마을을 조성하여 이효석 생가와 문학관을 두었고, 매년 평창 효석문화제에서 이효석 문학상을 수여한다.",https://minio.nculture.org/amsweb-opt/3ds/103/84458/84458_thumbnail.jpg,https://ncms.nculture.org/local-artist/story/1057,강원특별자치도,평창군,강원 평창군 봉평면 효석문학길 73-25 이효석문화관,37.61317426,128.3701138,20181116,강경애,한국 최초의 노동운동 소설 '인간문제'를 쓴 강경애|개항 이후 부두 노동자들의 땀과 눈물-인천 구 대화조 사무소,"봉평, 메밀꽃 필 무렵, 고향",20211230
14,'모래톱이야기'를 쓴 부산의 소설가 김정한,생활문화,지역문화예술인,성씨와 인물,인물,문학,,"소설가 김정한은 부산 동래구에서 출생했다. 일제강점기 조선인교원동맹을 조직하려다 검거되고, 양산농민봉기사건과 관련하여 투옥되는 등 항일운동을 했고, 동아일보 근무 시절 강제 폐간되자 절필을 하기도 했다. 대표작으로 「사하촌」, 「모래톱이야기」 등이 있으며 현실을 재현한 리얼리즘 소설을 썼다. 「모래톱이야기」는 을숙도로 추정되는 '조마이섬'을 배경으로 섬을 빼앗긴 주민들의 이야기가 펼쳐진다. 부산광역시 금정구에 요산문학관이 있다.",https://minio.nculture.org/amsweb-opt/3ds/76/84431/84431_thumbnail.jpg,https://ncms.nculture.org/local-artist/story/1058,부산광역시,금정구,부산광역시 금정구 팔송로 60-6,35.27222174,129.0858528,20181116,강경애,한국 최초의 노동운동 소설 '인간문제'를 쓴 강경애|개항 이후 부두 노동자들의 땀과 눈물-인천 구 대화조 사무소,"부산, 리얼리즘, 모래톱이야기",20211230
15,향토적이고 서정적인 문체의 소설가 오영수,생활문화,지역문화예술인,성씨와 인물,인물,문학,,"오영수는 「머루」, 「갯마을」, 「명암」, 「메아리」, 「수련」 등을 쓴 소설가이다. 자연과 고향에 대한 애정, 어린이와 도시의 서민과 농민을 바라보는 따뜻한 시선을 향토성과 서정성이 짙은 문체에 실어 서사화했다. 특히 고향인 경남 언양의 아름다운 자연 환경이 오영수의 작품 세계를 형성했다고 한다. 1965년 영화로도 만들어진 「갯마을」은 부산시 기장군 학리를 배경으로 창작한 작품이다. 부산 기장군에 오영수 문학비가, 울산 울주군 언양리에 오영수 문학관",https://minio.nculture.org/amsweb-opt/3ds/96/84451/84451_thumbnail.jpg,https://ncms.nculture.org/local-artist/story/1059,울산광역시,울주군,울산 울주군 언양읍 헌양길 280-12 오영수문학관,35.57054481,129.1123383,20181116,강경애,한국 최초의 노동운동 소설 '인간문제'를 쓴 강경애|개항 이후 부두 노동자들의 땀과 눈물-인천 구 대화조 사무소,"울산, 갯마을, 향토성, 서정성",20211230
16,"우즈벡, 연변, 진천에서 함께 기리는 소설가 조명희",생활문화,지역문화예술인,성씨와 인물,인물,문학,,"조명희는 충북 진천에서 태어나 구 소련에서 총살당한 작가이다. 카프의 대표작가이고, 러시아 연해주로 망명하여 블라디보스토크 한인촌에서 교사 생활을 했다. 시, 소설, 희곡 등을 두루 썼으며 대표작 「낙동강」에서는 주인공 박성운이 소작쟁의를 일으킨다. 이 작품은 카프 내에서도 반향이 컸던 본격 계급문학이다. 우즈베키스탄 타슈켄트 나보이 문학박물관에는 조명희 기념실이 있고, 중국 연변자치주에서는 매년 포석조명히문학제를 시행하며, 충북 진천에는 포석문학공원과",https://minio.nculture.org/amsweb-opt/3ds/107/84462/84462_thumbnail.jpg,https://ncms.nculture.org/local-artist/story/1060,충청북도,진천군,충북 진천군 진천읍 포석길 37-14,36.85720938,127.4386504,20181116,강경애,한국 최초의 노동운동 소설 '인간문제'를 쓴 강경애|개항 이후 부두 노동자들의 땀과 눈물-인천 구 대화조 사무소,"진천, 계급투쟁, 낙동강",20211230
17,식민지 현실의 노동자들을 그린 여성소설가 박화성,생활문화,지역문화예술인,성씨와 인물,인물,문학,,"소설가 박화성은 식민지 현실에서 농민과 노동자의 가난한 삶을 묘사하고 해결방안을 모색한 리얼리즘 경향의 작품을 쓴 작가이다. 이광수의 추천으로 『조선문단』에 「추석전후」를 발표하며 등단했고, 이후 『백화』, 『북국의 여명』, 「홍수전후」, 「한귀」, 「불가사리」 등을 발표했다. 일제의 탄압으로 절필했다 광복 후 다시 집필 활동을 했다. 이후에는 애정문제와 일상을 다룬 대중소설을 썼다. 목포의 목포문학관에 박화성관이 있다.",,https://ncms.nculture.org/local-artist/story/1062,전라남도,목포시,전라남도 목포시 남농로 95,34.79286101,126.4170994,20181116,강경애,한국 최초의 노동운동 소설 '인간문제'를 쓴 강경애|개항 이후 부두 노동자들의 땀과 눈물-인천 구 대화조 사무소,"목포, 리얼리즘, 추석전후, 여류소설가",20211230
18,'벙어리 삼룡이' 등 사실주의 소설을 쓴 나도향,생활문화,지역문화예술인,성씨와 인물,인물,문학,,"「벙어리 삼룡이」, 「물레방아」, 「뽕」 등의 대표작을 남긴 나도향 작가는 1902년에 태어나 1926년에 사망했다. 그 짧은 기간 동안 많은 작품을 남겼는데, 그의 작품은 남녀의 애정을 기둥줄기로 하면서도 현실의 문제를 외면하지 않았다. 빈곤하고 척박한 현실에 대한 비판적 시선을 드러내는 사실주의적 경향을 보인다. 그의 대표작인 「벙어리 삼룡이」의 배경이 되는 곳이 자신의 고향 서울 청파동이다. 나도향의 생가터나 묘지 등은 전부 개발로 사라졌다.",,https://ncms.nculture.org/local-artist/story/1064,서울특별시,종로구,서울시 종로구 난계로 255(숭인동 1385번지) 대경빌딩 1006호,37.57433641,127.0229121,20181116,강경애,한국 최초의 노동운동 소설 '인간문제'를 쓴 강경애|개항 이후 부두 노동자들의 땀과 눈물-인천 구 대화조 사무소,"서울, 벙어리 삼룡이, 계급갈등, 나운규",20211230
19,한국 멜로드라마의 원류 '찔레꽃'을 쓴 소설가 김말봉,생활문화,지역문화예술인,성씨와 인물,인물,문학,,"김말봉은 부산 출신의 소설가로 1946년 인신매매 금지령, 1948년 공창제 폐지에 혁혁한 공을 세웠다. 소설 「화려한 지옥」에서 공창제 폐지의 필요성을 역설했던 그녀는 현실에서도 폐업공창구제연맹을 결성했고, 사회복지시설 박애원을 설립하는 등 사회운동에 적극적으로 앞장섰다. 김말봉의 대표작 『찔레꽃』은 한국 멜로드라마의 원류로 평가받는다. 청순가련형 여학생과 재능있지만 가난한 청년이 현실의 고난을 극복해가는 서사 구조는 통속소설의 전형이 되었다. 사위인",,https://ncms.nculture.org/local-artist/story/1076,부산광역시,남구,부산 남구 우암로 84-1,35.1184449,129.0813296,20181116,강경애,한국 최초의 노동운동 소설 '인간문제'를 쓴 강경애|개항 이후 부두 노동자들의 땀과 눈물-인천 구 대화조 사무소,"여류작가, 통속소설, 화려한지옥",20211230
20,식민지 시대 서울 중산층의 모습을 그린 소설가 염상섭,생활문화,지역문화예술인,성씨와 인물,인물,문학,,"한국 최초의 자연주의 소설 「표본실의 청개구리」를 쓴 염상섭은 서울 종로구에서 출생하여 서울 성북동에서 타계한 서울의 소설가이다. 동아일보 기자 출신으로 당시 문단의 두 흐름이었던 민족주의와 사회주의 사이에서 중립적인 노선을 견지하며 작품활동을 했다. 대표작으로 『삼대』가 있으며 식민지 시대 서울 중산층의 세대 갈등을 그린 소설이다. 당대 표준어가 잘 나타나 있고, 서울의 모습이 사실적으로 재현되어 있는 작품을 많이 남겼다.",,https://ncms.nculture.org/local-artist/story/1079,서울특별시,종로구,서울 종로구 북촌로 134-3 삼청공원관리실,37.58846873,126.9840174,20181116,강경애,한국 최초의 노동운동 소설 '인간문제'를 쓴 강경애|개항 이후 부두 노동자들의 땀과 눈물-인천 구 대화조 사무소,"종로, 사실주의, 삼대, 자연주의",20211230
21,"구보씨의 발걸음으로 서울을 누비다, 소설가 박태원",생활문화,지역문화예술인,종교와 문화,문화예술,문학,,박태원은 세태소설가로 유명하다. 초기에는 소설의 문장과 기법에 주력한 모더니즘 경향의 작품을 발표했다가 「천변풍경」을 전후로 자신의 체험을 기반으로 쓴 세태소설과 역사소설을 창작했다. 박태원에게 서울은 고향이자 삶의 장소이며 문학적 공간이었다. 박태원의 많은 소설들은 서울을 공간적 배경으로 한다. 대표작 「구보씨의 일일?에서 주인공 구보는 1930년대 식민지 경성의 곳곳을 다니며 별다른 일 없는 하루를 보낸다. 뚜렷한 주제없이 객관적인 묘사만 등장하는,,https://ncms.nculture.org/local-artist/story/1084,서울특별시,중구,서울특별시 중구 충무로1가 13-3,37.56151058,126.9813339,20181116,강경애,한국 최초의 노동운동 소설 '인간문제'를 쓴 강경애|개항 이후 부두 노동자들의 땀과 눈물-인천 구 대화조 사무소,"소설가, 구보씨의일일, 경성, 천변풍경",20211230
22,'광인수기' '꺼래이'를 쓴 여성소설가 백신애,생활문화,지역문화예술인,종교와 문화,문화예술,문학,,"소설가 백신애는 ?광인수기?, ?꺼래이?, ?나의 시베리아 방랑기?, ?청도기행?, ?혼명에서? 등을 썼다. 교사로 일하다가 좌익성향 단체에 가입했다는 이유로 해임당하고 러시아 블라디보스톡에선 일본 경찰에게 밀정 혐의로 수사를 받기도 하는 등 파란만장한 삶을 살았다. 백신애의 작품은 가난으로 고통 받았던 당시 조선 사람들의 모습을 사실적으로 형상화하고 있다. 대표작 ?꺼래이?에는 빈곤에서 벗어나기 위해 고향을 떠나 목숨을 걸고 국경을 넘었던 당시 조선인",,https://ncms.nculture.org/local-artist/story/1086,경상북도,영천시,경북 영천시 시청로 16 영천시청,35.97331179,128.9384777,20181116,강경애,한국 최초의 노동운동 소설 '인간문제'를 쓴 강경애|개항 이후 부두 노동자들의 땀과 눈물-인천 구 대화조 사무소,"광인수기, 꺼래이",20211230
23,"시대를 앞서간 천재, 시인이자 소설가 이상",생활문화,지역문화예술인,종교와 문화,문화예술,문학,,"이상은 시인이자 소설가이자 건축가이자 삽화가였다. 다방을 운영하기도 했고 직장에 다니기도 했다. 그의 대표작은 시 ?오감도?와 소설 ?날개?이지만 이 외에도 ?봉별기?, ?종생기? 등의 소설, ?권태?, ?산촌여정? 등의 수필 등 여러 작품이 있다.『조선중앙일보』에 발표한 ?오감도?는 연작시로 기획되었지만 너무 낯설고 난해해서 독자들의 항의로 연재가 중단되었다. 그래서 그의 이름 앞에는 '초현실주의'라는 수식어가 붙는다. 현재 서울 종로구 통인동에는 이",https://minio.nculture.org/amsweb-opt/multimedia_assets/209/85904/94717/c/%EC%9D%B4%EC%83%81%EC%9D%98-%EC%A7%91-%283%29_rev-thumb.jpg,https://ncms.nculture.org/local-artist/story/1094,서울특별시,종로구,서울 종로구 자하문로7길 18,37.578649,126.9708647,20181116,강경애,한국 최초의 노동운동 소설 '인간문제'를 쓴 강경애|개항 이후 부두 노동자들의 땀과 눈물-인천 구 대화조 사무소,"이상의집, 초현실주의, 김해경, 서울미래유산",20211230
24,신소설을 개척한 이해조 작가,생활문화,지역문화예술인,종교와 문화,문화예술,문학,,"이해조는 이인직과 함께 신소설을 대표하는 작가이다. 고종의 종친 가문에서 태어난 그는 산술과 외국어에 능통해 관직을 수행했고, 여러 학교의 교원으로 일했으며, 국채보상운동도 했다. 이 경험을 바탕으로 고전소설과 다른 신소설을 쓰게 되었다. 미신타파를 주장한 ?구마검?, 정치소설 ?자유종?, 동학봉기를 소재로 한 ?화의 혈?, 추리소설 ?구의산?(1912) 등이 대표작이다. 그는 특히 우리나라 고전소설인 ?춘향전?, ?심청전?, ?흥부전?, ?별주부전?을",,https://ncms.nculture.org/local-artist/story/1096,경기도,포천시,경기 포천시 중앙로34번길 8,37.89025371,127.1982965,20181116,강경애,한국 최초의 노동운동 소설 '인간문제'를 쓴 강경애|개항 이후 부두 노동자들의 땀과 눈물-인천 구 대화조 사무소,"작가, 계몽주의, 잠상태, 기호흥학회, 신소설",20211230
25,춘천 실레마을을 배경으로 '동백꽃' 쓴 소설가 김유정,생활문화,지역문화예술인,종교와 문화,문화예술,문학,,"?동백꽃?, ?봄봄?, ?노다지? 등의 향토색 짙은 소설을 쓴 소설가 김유정은 춘천이 고향이다. 그의 대표작인  ?동백꽃?에서 점순이와 ‘나’가 애정의 실랑이를 벌이는 공간이 바로 김유정의 고향마을을 배경으로 했다. 김유정의 고향인 춘천 실레마을에는 김유정문학촌이 조성되어 있어, 김유정과 그가 사랑했던 춘천을 느낄 수 있다.",,https://ncms.nculture.org/local-artist/story/1097,강원특별자치도,춘천시,강원 춘천시 신동면 김유정로 1430-14,37.81831318,127.717698,20181116,강경애,한국 최초의 노동운동 소설 '인간문제'를 쓴 강경애|개항 이후 부두 노동자들의 땀과 눈물-인천 구 대화조 사무소,"춘천, 동백꽃, 실레마을, 김유정문학촌, 금병의숙",20211230
26,국내 최초 예술제이자 진주 남강 유등축제와 함께하는 ‘개천예술제’,생활문화,지역축제,생활과 민속,민속,이색축제,,"경상남도 진주시의 예총진주지부는 1949년에 정부수립과 실질적인 독립 1주년을 기리고, 예술문화의 발전을 위해 영남예술제를 개최했다. 이는 우리나라 최초의 예술제였다. 영남예술제는 1959년 개천예술제로 개명해서 지금까지 이어오고 있다. 임진왜란 당시 김시민 목사가 이끈 진주대첩을 소재로 다양한 퍼포먼스와 공연이 열리며, 진주시민들은 가장행렬과 경연대회 등에 참가하여 축제를 즐긴다. 예술제 기간 동안 진주 남강에서는 유등축제가 열리며, 진주대첩과 진주목",https://minio.nculture.org/amsweb-opt/multimedia_assets/240/30294/18388/c/193_-제69회개천예술제-thumb.jpg,https://ncms.nculture.org/local-festival/story/93,경상남도,진주시,경상남도 진주시 본성동 10-4,35.19023414,128.0838375,20181116,강귀례,진주검무의 맥을 이은 강귀례|진주검무를 사랑한 무용가 정금순,"독립기념, 유등축제, 성화채화, 호국타종, 진주목사 부임행차, 진주대첩 재현",20211230
27,남강에 유유히 떠있는 아름다운 등의 향연 '진주남강유등축제',생활문화,지역축제,생활과 민속,민속,전통·역사 축제,,"진주 남강의 유등놀이는 임진왜란의 진주성 전투에 비롯된 것이다. 1592년 10월 김시민 장군이 3,800여 명의 병력으로 진주성을 침공한 2만 명의 왜군을 물리친 진주대첩에서 유등은 군사신호와 가족의 안부를 전하는 통신수단으로 이용되었다. 또한 2차 진주성 전투에서 순국한 사람들의 넋을 위로하기 위해 남강에 유등을 띄우기도 했다. 진주남강유등축제는 진주의 ‘개천예술제’의 특별 행사로 운영되던 유등놀이를 2000년에 별도의 축제로 발전시킨 것이다.",https://minio.nculture.org/amsweb-opt/multimedia_assets/94/30148/16090/c/진주유등축제-thumb.jpg,https://ncms.nculture.org/local-festival/story/364,경상남도,진주시,경상남도 진주시 본성동 415,35.18995003,128.0809352,20181116,강귀례,진주검무의 맥을 이은 강귀례|진주검무를 사랑한 무용가 정금순,"유등, 축제, 임진왜란, 유등놀이, 소망등",20211230
